date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:56:15	51718/51718	---M--	200	added ('OK')	image/jpeg	etag:%22ca06-5afc74bc4a1af%22	http://innovationplans.com/idesign/avo2/avo-dark/img/blog/1.jpg	innovationplans.com/idesign/avo2/avo-dark/img/blog/1.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:56:17	98799/98799	---M--	200	added ('OK')	image/jpeg	etag:%22181ef-5af8b44fc40d2%22	http://innovationplans.com/idesign/avo2/avo-dark/img/clients/1.jpg	innovationplans.com/idesign/avo2/avo-dark/img/clients/1.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:56:28	20624/20624	---M--	200	added ('OK')	image/png	etag:%225090-5af8b4b6765f7%22	http://innovationplans.com/idesign/avo2/avo-dark/img/clients/brands/01.png	innovationplans.com/idesign/avo2/avo-dark/img/clients/brands/01.png	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:56:29	55539/55539	---M--	200	added ('OK')	image/jpeg	etag:%22d8f3-5afc74bc8a54e%22	http://innovationplans.com/idesign/avo2/avo-dark/img/blog/2.jpg	innovationplans.com/idesign/avo2/avo-dark/img/blog/2.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:56:31	3881/3881	---M--	200	added ('OK')	image/png	etag:%22f29-5af8b4b65db6f%22	http://innovationplans.com/idesign/avo2/avo-dark/img/clients/brands/02.png	innovationplans.com/idesign/avo2/avo-dark/img/clients/brands/02.png	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:56:33	62522/62522	---M--	200	added ('OK')	image/jpeg	etag:%22f43a-5afc74bd2e249%22	http://innovationplans.com/idesign/avo2/avo-dark/img/blog/3.jpg	innovationplans.com/idesign/avo2/avo-dark/img/blog/3.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:56:35	119630/119630	---M--	200	added ('OK')	image/jpeg	etag:%221d34e-5af8b4512e1aa%22	http://innovationplans.com/idesign/avo2/avo-dark/img/clients/3.jpg	innovationplans.com/idesign/avo2/avo-dark/img/clients/3.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:56:38	23165/23165	---M--	200	added ('OK')	image/png	etag:%225a7d-5af8b4b7c1a93%22	http://innovationplans.com/idesign/avo2/avo-dark/img/clients/brands/05.png	innovationplans.com/idesign/avo2/avo-dark/img/clients/brands/05.png	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:56:39	36154/36154	---M--	200	added ('OK')	image/png	etag:%228d3a-5af8b4b7321c0%22	http://innovationplans.com/idesign/avo2/avo-dark/img/clients/brands/04.png	innovationplans.com/idesign/avo2/avo-dark/img/clients/brands/04.png	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:56:41	5877/5877	---M--	200	added ('OK')	image/png	etag:%2216f5-5af8b4b8440a4%22	http://innovationplans.com/idesign/avo2/avo-dark/img/clients/brands/07.png	innovationplans.com/idesign/avo2/avo-dark/img/clients/brands/07.png	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:56:44	37119/37119	---M--	200	added ('OK')	image/png	etag:%2290ff-5af8b4b718b61%22	http://innovationplans.com/idesign/avo2/avo-dark/img/clients/brands/03.png	innovationplans.com/idesign/avo2/avo-dark/img/clients/brands/03.png	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:56:46	34673/34673	---M--	200	added ('OK')	image/png	etag:%228771-5af8b4b7e9b51%22	http://innovationplans.com/idesign/avo2/avo-dark/img/clients/brands/06.png	innovationplans.com/idesign/avo2/avo-dark/img/clients/brands/06.png	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:57:03	53201/53201	---M--	200	added ('OK')	image/png	etag:%22cfd1-5af8b4b8b29f0%22	http://innovationplans.com/idesign/avo2/avo-dark/img/clients/brands/08.png	innovationplans.com/idesign/avo2/avo-dark/img/clients/brands/08.png	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:57:07	32260/32260	---M--	200	added ('OK')	image/jpeg	etag:%227e04-5af8b4602796e%22	http://innovationplans.com/idesign/avo2/avo-dark/img/insta/2.jpg	innovationplans.com/idesign/avo2/avo-dark/img/insta/2.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:57:10	35176/35176	---M--	200	added ('OK')	image/jpeg	etag:%228968-5af8b460743a4%22	http://innovationplans.com/idesign/avo2/avo-dark/img/insta/3.jpg	innovationplans.com/idesign/avo2/avo-dark/img/insta/3.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:57:11	7083/7083	---M--	200	added ('OK')	application/x-javascript	etag:%221bab-5af8b41cdbaca%22	http://innovationplans.com/idesign/avo2/avo-dark/js/jquery-migrate-3.0.0.min.js	innovationplans.com/idesign/avo2/avo-dark/js/jquery-migrate-3.0.0.min.js	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:57:19	41862/41862	---M--	200	added ('OK')	image/jpeg	etag:%22a386-5af8b45fa0166%22	http://innovationplans.com/idesign/avo2/avo-dark/img/insta/1.jpg	innovationplans.com/idesign/avo2/avo-dark/img/insta/1.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:57:27	23120/23120	---M--	200	added ('OK')	application/x-javascript	etag:%225a50-5af8b41e1db4b%22	http://innovationplans.com/idesign/avo2/avo-dark/js/scripts.js	innovationplans.com/idesign/avo2/avo-dark/js/scripts.js	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:57:28	86341/86341	---M--	200	added ('OK')	application/x-javascript	etag:%2215145-5af8b41d4275f%22	http://innovationplans.com/idesign/avo2/avo-dark/js/jquery-3.0.0.min.js	innovationplans.com/idesign/avo2/avo-dark/js/jquery-3.0.0.min.js	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
12:57:36	51299/51299	---M--	200	added ('OK')	text/css	etag:%22c863-5afc74b6a513a%22	http://innovationplans.com/idesign/avo2/avo-dark/css/plugins/ionicons.min.css	innovationplans.com/idesign/avo2/avo-dark/css/plugins/ionicons.min.css	(from http://innovationplans.com/idesign/avo2/avo-dark/css/plugins.css)
12:57:38	9757/9757	---M--	200	added ('OK')	text/css	etag:%22261d-5afc74b739fed%22	http://innovationplans.com/idesign/avo2/avo-dark/css/plugins/pe-icon-7-stroke.css	innovationplans.com/idesign/avo2/avo-dark/css/plugins/pe-icon-7-stroke.css	(from http://innovationplans.com/idesign/avo2/avo-dark/css/plugins.css)
12:57:49	34734/34734	---M--	200	added ('OK')	text/css	etag:%2287ae-5afc74b61a66e%22	http://innovationplans.com/idesign/avo2/avo-dark/css/plugins/fontawesome-all.min.css	innovationplans.com/idesign/avo2/avo-dark/css/plugins/fontawesome-all.min.css	(from http://innovationplans.com/idesign/avo2/avo-dark/css/plugins.css)
12:57:50	2832/2832	---M--	200	added ('OK')	text/css	etag:%22b10-5afc74b69a92d%22	http://innovationplans.com/idesign/avo2/avo-dark/css/plugins/justifiedGallery.min.css	innovationplans.com/idesign/avo2/avo-dark/css/plugins/justifiedGallery.min.css	(from http://innovationplans.com/idesign/avo2/avo-dark/css/plugins.css)
12:57:53	3018/3018	---M--	200	added ('OK')	text/css	etag:%22bca-5afc74b81c0e4%22	http://innovationplans.com/idesign/avo2/avo-dark/css/plugins/YouTubePopUp.css	innovationplans.com/idesign/avo2/avo-dark/css/plugins/YouTubePopUp.css	(from http://innovationplans.com/idesign/avo2/avo-dark/css/plugins.css)
12:57:54	61149/61149	---M--	200	added ('OK')	text/css	etag:%22eedd-5afc74b4b9dbe%22	http://innovationplans.com/idesign/avo2/avo-dark/css/plugins/animate.css	innovationplans.com/idesign/avo2/avo-dark/css/plugins/animate.css	(from http://innovationplans.com/idesign/avo2/avo-dark/css/plugins.css)
12:57:54	1776/1776	---M--	200	added ('OK')	text/css	etag:%226f0-5afc74b7a4ae8%22	http://innovationplans.com/idesign/avo2/avo-dark/css/plugins/slick.css	innovationplans.com/idesign/avo2/avo-dark/css/plugins/slick.css	(from http://innovationplans.com/idesign/avo2/avo-dark/css/plugins.css)
12:57:54	2689/2689	---M--	200	added ('OK')	text/css	etag:%22a81-5afc74b72f3c1%22	http://innovationplans.com/idesign/avo2/avo-dark/css/plugins/slick-theme.css	innovationplans.com/idesign/avo2/avo-dark/css/plugins/slick-theme.css	(from http://innovationplans.com/idesign/avo2/avo-dark/css/plugins.css)
12:57:58	13666/13666	---M--	200	added ('OK')	text/css	etag:%223562-5afc74b7bb613%22	http://innovationplans.com/idesign/avo2/avo-dark/css/plugins/swiper.min.css	innovationplans.com/idesign/avo2/avo-dark/css/plugins/swiper.min.css	(from http://innovationplans.com/idesign/avo2/avo-dark/css/plugins.css)
12:57:58	107/107	---M--	200	added ('OK')	image/png	etag:%226b-5af8b414d2d08%22	http://innovationplans.com/idesign/avo2/avo-dark/img/dots.png	innovationplans.com/idesign/avo2/avo-dark/img/dots.png	(from http://innovationplans.com/idesign/avo2/avo-dark/css/style.css)
12:58:06	144877/144877	---M--	200	added ('OK')	text/css	etag:%22235ed-5afc74b5d9322%22	http://innovationplans.com/idesign/avo2/avo-dark/css/plugins/bootstrap.min.css	innovationplans.com/idesign/avo2/avo-dark/css/plugins/bootstrap.min.css	(from http://innovationplans.com/idesign/avo2/avo-dark/css/plugins.css)
12:58:19	41862/41862	---M--	200	added ('OK')	image/jpeg	etag:%22a386-5af8b4624c64c%22	http://innovationplans.com/idesign/avo2/avo-dark/img/intro/1.jpg	innovationplans.com/idesign/avo2/avo-dark/img/intro/1.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index.html)
12:58:22	35176/35176	---M--	200	added ('OK')	image/jpeg	etag:%228968-5af8b46304b7d%22	http://innovationplans.com/idesign/avo2/avo-dark/img/intro/3.jpg	innovationplans.com/idesign/avo2/avo-dark/img/intro/3.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index.html)
12:58:29	32260/32260	---M--	200	added ('OK')	image/jpeg	etag:%227e04-5af8b46261689%22	http://innovationplans.com/idesign/avo2/avo-dark/img/intro/2.jpg	innovationplans.com/idesign/avo2/avo-dark/img/intro/2.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index.html)
12:58:57	83030/83030	---M--	200	added ('OK')	image/jpeg	etag:%2214456-5af8b41476085%22	http://innovationplans.com/idesign/avo2/avo-dark/img/1.jpg	innovationplans.com/idesign/avo2/avo-dark/img/1.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index.html)
12:59:05	191116/191116	---M--	200	added ('OK')	image/jpeg	etag:%222ea8c-5af8b4ded0d84%22	http://innovationplans.com/idesign/avo2/avo-dark/img/portfolio/metro/01.jpg	innovationplans.com/idesign/avo2/avo-dark/img/portfolio/metro/01.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index.html)
12:59:46	144005/144005	---M--	200	added ('OK')	image/jpeg	etag:%2223285-5af8b4e077b39%22	http://innovationplans.com/idesign/avo2/avo-dark/img/portfolio/metro/03.jpg	innovationplans.com/idesign/avo2/avo-dark/img/portfolio/metro/03.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index.html)
13:00:13	352999/352999	---M--	200	added ('OK')	image/jpeg	etag:%22562e7-5af8b4df02e56%22	http://innovationplans.com/idesign/avo2/avo-dark/img/portfolio/metro/02.jpg	innovationplans.com/idesign/avo2/avo-dark/img/portfolio/metro/02.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index.html)
13:00:18	426758/426758	---M--	200	added ('OK')	application/x-javascript	etag:%2268306-5af8b4202c0e9%22	http://innovationplans.com/idesign/avo2/avo-dark/js/plugins.js	innovationplans.com/idesign/avo2/avo-dark/js/plugins.js	(from http://innovationplans.com/idesign/avo2/avo-dark/index5.html)
13:00:22	51658/51658	---M--	200	added ('OK')	image/jpeg	etag:%22c9ca-5af8b44d8bedc%22	http://innovationplans.com/idesign/avo2/avo-dark/img/blog/4.jpg	innovationplans.com/idesign/avo2/avo-dark/img/blog/4.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index.html)
13:00:39	163869/163869	---M--	200	added ('OK')	image/jpeg	etag:%222801d-5af8b4e0e87ce%22	http://innovationplans.com/idesign/avo2/avo-dark/img/portfolio/metro/04.jpg	innovationplans.com/idesign/avo2/avo-dark/img/portfolio/metro/04.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index.html)
13:00:44	127472/127472	---M--	200	added ('OK')	image/jpeg	etag:%221f1f0-5af8b4e1c7256%22	http://innovationplans.com/idesign/avo2/avo-dark/img/portfolio/metro/05.jpg	innovationplans.com/idesign/avo2/avo-dark/img/portfolio/metro/05.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index.html)
13:01:18	143684/143684	---M--	200	added ('OK')	image/jpeg	etag:%2223144-5af8b4d36356b%22	http://innovationplans.com/idesign/avo2/avo-dark/img/portfolio/mas/03.jpg	innovationplans.com/idesign/avo2/avo-dark/img/portfolio/mas/03.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index2.html)
13:01:20	103465/103465	---M--	200	added ('OK')	image/jpeg	etag:%2219429-5af8b4d19145c%22	http://innovationplans.com/idesign/avo2/avo-dark/img/portfolio/mas/02.jpg	innovationplans.com/idesign/avo2/avo-dark/img/portfolio/mas/02.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index2.html)
13:01:23	167182/167182	---M--	200	added ('OK')	image/png	etag:%2228d0e-5af8b4197840c%22	http://innovationplans.com/idesign/avo2/avo-dark/img/pattern.png	innovationplans.com/idesign/avo2/avo-dark/img/pattern.png	(from http://innovationplans.com/idesign/avo2/avo-dark/index.html)
13:01:42	87497/87497	---M--	200	added ('OK')	image/jpeg	etag:%22155c9-5af8b4d372f54%22	http://innovationplans.com/idesign/avo2/avo-dark/img/portfolio/mas/04.jpg	innovationplans.com/idesign/avo2/avo-dark/img/portfolio/mas/04.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index2.html)
13:01:43	70498/70498	---M--	200	added ('OK')	image/jpeg	etag:%2211362-5af8b4d4bc0df%22	http://innovationplans.com/idesign/avo2/avo-dark/img/portfolio/mas/06.jpg	innovationplans.com/idesign/avo2/avo-dark/img/portfolio/mas/06.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index2.html)
13:01:43	329588/329588	---M--	200	added ('OK')	image/jpeg	etag:%2250774-5af8b4d1ee4cb%22	http://innovationplans.com/idesign/avo2/avo-dark/img/portfolio/mas/01.jpg	innovationplans.com/idesign/avo2/avo-dark/img/portfolio/mas/01.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index2.html)
13:01:48	28273/28273	---M--	200	added ('OK')	image/png	etag:%226e71-5af8b4143de74%22	http://innovationplans.com/idesign/avo2/avo-dark/img/business-bg.png	innovationplans.com/idesign/avo2/avo-dark/img/business-bg.png	(from http://innovationplans.com/idesign/avo2/avo-dark/index3.html)
13:01:53	14931/14931	---M--	200	added ('OK')	text/html	etag:%223a53-5af8b3f2fd838%22	http://innovationplans.com/idesign/avo2/avo-dark/project-details2.html	innovationplans.com/idesign/avo2/avo-dark/project-details2.html	(from http://innovationplans.com/idesign/avo2/avo-dark/index3.html)
13:02:03	83527/83527	---M--	200	added ('OK')	image/jpeg	etag:%2214647-5af8b4bde89b5%22	http://innovationplans.com/idesign/avo2/avo-dark/img/portfolio/curs/1.jpg	innovationplans.com/idesign/avo2/avo-dark/img/portfolio/curs/1.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index3.html)
13:02:04	129915/129915	---M--	200	added ('OK')	image/jpeg	etag:%221fb7b-5af8b41aea1ed%22	http://innovationplans.com/idesign/avo2/avo-dark/img/vid.jpg	innovationplans.com/idesign/avo2/avo-dark/img/vid.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index3.html)
13:02:14	229008/229008	---M--	200	added ('OK')	image/jpeg	etag:%2237e90-5af8b4d570b84%22	http://innovationplans.com/idesign/avo2/avo-dark/img/portfolio/mas/05.jpg	innovationplans.com/idesign/avo2/avo-dark/img/portfolio/mas/05.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index2.html)
13:02:19	76780/76780	---M--	200	added ('OK')	image/jpeg	etag:%2212bec-5af8b4beef0c0%22	http://innovationplans.com/idesign/avo2/avo-dark/img/portfolio/curs/3.jpg	innovationplans.com/idesign/avo2/avo-dark/img/portfolio/curs/3.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index3.html)
13:02:19	181722/181722	---M--	200	added ('OK')	image/jpeg	etag:%222c5da-5af8b4be1e4ea%22	http://innovationplans.com/idesign/avo2/avo-dark/img/portfolio/curs/2.jpg	innovationplans.com/idesign/avo2/avo-dark/img/portfolio/curs/2.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index3.html)
13:02:36	89354/89354	---M--	200	added ('OK')	image/jpeg	etag:%2215d0a-5af8b4c0280b6%22	http://innovationplans.com/idesign/avo2/avo-dark/img/portfolio/curs/5.jpg	innovationplans.com/idesign/avo2/avo-dark/img/portfolio/curs/5.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index3.html)
13:02:37	113058/113058	---M--	200	added ('OK')	image/jpeg	etag:%221b9a2-5af8b4732325f%22	http://innovationplans.com/idesign/avo2/avo-dark/img/team/1.jpg	innovationplans.com/idesign/avo2/avo-dark/img/team/1.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index4.html)
13:02:38	138618/138618	---M--	200	added ('OK')	image/jpeg	etag:%2221d7a-5af8b4bf91a47%22	http://innovationplans.com/idesign/avo2/avo-dark/img/portfolio/curs/4.jpg	innovationplans.com/idesign/avo2/avo-dark/img/portfolio/curs/4.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index3.html)
13:02:45	415/415	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2021%20Sep%202020%2011:02:44%20GMT	http://innovationplans.com/idesign/avo2/avo-dark/css/tooltipster.bundle.min.css	innovationplans.com/idesign/avo2/avo-dark/css/tooltipster.bundle.min.58.delayed	(from http://innovationplans.com/idesign/avo2/avo-dark/showcase.html)
13:02:48	169027/169027	---M--	200	added ('OK')	image/jpeg	etag:%2229443-5af8b474a1f56%22	http://innovationplans.com/idesign/avo2/avo-dark/img/team/2.jpg	innovationplans.com/idesign/avo2/avo-dark/img/team/2.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index4.html)
13:02:50	97884/97884	---M--	200	added ('OK')	image/jpeg	etag:%2217e5c-5af8b475f6c92%22	http://innovationplans.com/idesign/avo2/avo-dark/img/team/4.jpg	innovationplans.com/idesign/avo2/avo-dark/img/team/4.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index4.html)
13:03:07	161444/161444	---M--	200	added ('OK')	image/jpeg	etag:%22276a4-5af8b4750af08%22	http://innovationplans.com/idesign/avo2/avo-dark/img/team/3.jpg	innovationplans.com/idesign/avo2/avo-dark/img/team/3.jpg	(from http://innovationplans.com/idesign/avo2/avo-dark/index4.html)
